"","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100","sample101","sample102"
"AC109347.1",1,1.5,1,0.5,1.5,1.5,1,1,1.5,2.5,1,0.5,1,1.5,0.5,1.5,1,1,1,1,0.5,1,2,1,1,1,1,1,0.5,1,1,2,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC109361.2",1,1,1,0.5,1.5,1.5,1,1,2.5,2.5,1,0.5,1,1.5,0.5,1.5,1,1,1,1,0.5,1,2,1,1,1,1,1,0.5,1,1,2,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC109454.2",1,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
"AC109454.4",1,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
"AC109583.3",1,0.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"AC109587.1",1,1.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"AC109642.1",1.5,1.5,2,1.5,2,1.5,1,2,2,1,1,1,2.5,2,1,1,2,1,1,1,2,1,3,1.5,1.5,3,1.5,1,1,3,2,2,1,2.5,1,1.5,1,2,1,1.5,1.5,1.5,2.5,2.5,2,1,1,1.5,2,1,1.5
"AC110048.2",1.5,1.5,2,1,1.5,1,0.5,1,1.5,1.5,0.5,1,2,2,1,1,1.5,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1.5,1.5,1,1.5,0.5,1.5,1,2,1,1,1,1,1.5,2.5,1.5,1,1,1,1.5,1,1
"AC110079.1",1,1,1,0.5,1.5,1.5,1,1,1.5,2.5,1,0.5,1,1.5,0.5,1.5,1,1,1,1,0.5,1,2,1,1,1,1,1,0.5,1,1,2,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC110285.1",2,1.5,2,1,1.5,2,1,1.5,1.5,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,3,1.5,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1.5,2,1,2,1,2,2,2.5,2.5,1,1,1,2,1,1
"AC110373.1",1,1,1,0.5,1.5,1.5,1,1,1.5,2.5,1,0.5,1,1.5,0.5,1.5,1,1,1,1,0.5,1,2,1,1,1,1,1,0.5,1,1,2,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC110597.1",2,1,2,1,2.5,1.5,0.5,1.5,2,1,0.5,0.5,1.5,2,1,1,1.5,1,0.5,1,1,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1,1,1,1,2.5,1,1.5,0.5,1,1,1,2,1,1,1,2,1,1
"AC110611.1",1,1,1,1,1.5,3,1,1.5,2,2,1,1,1,2,1,1,1,1,3.5,1,0.5,1,3.5,1,1,1,1,1,0.5,1,1.5,2,2.5,1,0.5,1,1,1.5,1,2,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC110611.2",1,1,1,1,1.5,3,1,1.5,2,2,1,1,1,2,1,1,1,1,3.5,1,0.5,1,3.5,1,1,1,1,1,0.5,1,1.5,2,2.5,1,0.5,1,1,1.5,1,2,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC110619.1",1,1.5,2,1,1,1,0.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,0.5,1,1,1,1,1,1.5,1.5,2,0.5,1.5,1,1,1,1.5,1,1,1,1.5,1,2.5,1.5,0.5,1,1,2,0.5,2
"AC110620.2",1,1.5,2,1,2,1,1,1.5,1.5,1,1,1,2.5,1.5,1,1,2,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,1.5,2,1,1.5,1,0.5,1,2,1,1.5,1,1.5,2.5,2.5,1.5,1,1,1.5,2,1,1.5
"AC111149.2",3.5,3,1.5,1,1.5,3.5,1.5,1.5,2,1.5,1,1,1.5,2,1.5,1,2,1,1,1,1.5,1,2.5,1,1.5,1.5,1,1,1,1.5,3.5,2,1,1,1.5,0.5,1.5,2,1,1.5,1.5,2.5,1.5,2,2,1,0.5,1,2.5,1,2
"AC111170.3",2,1.5,2,1,1.5,2,1,1.5,1.5,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,3,1.5,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1.5,2,1,2,1,2,2,2.5,2,1,1,1,2,1,1
"AC112206.2",1,1.5,1,1,1,1,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1
"AC112220.2",1,1.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"AC112236.2",1,1,1,1,1.5,1.5,1,1,1.5,1.5,1,0.5,1,1.5,0.5,0.5,1,1,2.5,1,0.5,0.5,2,1.5,1,1,1,0.5,0.5,1,1,2,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC112482.2",2,1.5,2,1.5,2,1.5,1.5,2,1.5,1.5,1.5,1,2,3.5,1,1.5,2,1.5,0.5,1,2,2,2,1,2,3,2,1,1.5,1.5,3,3,1,3,1.5,2.5,1.5,3.5,1,2.5,1,2,3,2,3,1.5,1.5,1,2,1,1.5
"AC112484.1",2,1.5,2,1.5,2,1.5,1.5,2,1.5,1.5,1.5,1,2,3.5,1,1.5,2,1.5,0.5,1,2,2,2,1,2,3,2,1,1.5,1.5,3,3,1,3,1.5,2.5,1.5,3.5,1,2.5,1,2,3,2,3,1.5,1.5,1,1,1,1.5
"AC112484.5",2,1.5,2,1.5,2,1.5,1.5,2,1.5,1.5,1.5,1,2,3.5,1,1.5,2,1.5,0.5,1,2,2,2,1,2,3,2,1,1.5,1.5,3,3,1,3,1.5,2.5,1.5,3.5,1,2.5,1,2,3,2,3,1.5,1.5,1,1,1,1.5
"AC112694.1",1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1,1,1.5,0.5,1.5,1.5,1,1,1,1,1.5,1,1,2,0.5,1.5,1,2,1,2,1,1.5,2,1.5,1.5,1,2,1,1.5,1,1
"AC112722.1",1,1,1,1,1,1,1,1,1.5,1.5,1,0.5,1,1,1,0.5,1,0.5,0.5,1,0.5,0.5,2,1.5,1,1,1,0.5,0.5,1.5,1,2,3,1,0.5,0.5,1,1,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC112907.3",3.5,1.5,2,3.5,3.5,1.5,1.5,2,1.5,2.5,1.5,2,3.5,3.5,3,3,2,1.5,1.5,1,2,2,2,3.5,3.5,3.5,1.5,1.5,1.5,3.5,3,2.5,2,3.5,1.5,2.5,1.5,3.5,1,2.5,2,2.5,3.5,2,3.5,1.5,1.5,1,3.5,2,1.5
"AC113349.1",1,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
"AC113410.4",1,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
"AC114490.1",1,1.5,1,1,1.5,1.5,0.5,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,2,1,2,1,1.5,2.5,2,1.5,1,1,1,1.5,0.5,1
"AC114490.3",1,1.5,1,1,1.5,1.5,0.5,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,2,1,2,1,1.5,2.5,2,1.5,1,1,1,1.5,0.5,1
"AC114495.2",1,1.5,1,1,1.5,1.5,0.5,1.5,2,1,1,0.5,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,1,1,1.5,1,1.5,2.5,2,1.5,1,1,1,1.5,0.5,1
"AC114760.2",1,1.5,2,1,2.5,1,2,1.5,1.5,1,1,1,2.5,1,1,1,1,1,1,1,1.5,1,2,1.5,3,1,1,2,1,1.5,1.5,2,2.5,1.5,1,1,1,2,1,1.5,1,1.5,3,2.5,1.5,1,1,1,2,1,1.5
"AC114763.1",1,1.5,2,1,2,1,1,1.5,1.5,1,1,1,2.5,1.5,1,1,2,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,1.5,2,1,1.5,1,0.5,1,2,1,1.5,1,1.5,2.5,2.5,1.5,1,1,1.5,2,1,1.5
"AC114810.1",1,1.5,2,2,2,1.5,0.5,2,2,1,1,1,2.5,2,1,1,2,1,1,1,1,1,3,1.5,1.5,3,1.5,1,1,3,2,2,1,2.5,1,1.5,1,2,1,1.5,1.5,1.5,2.5,2.5,2,0.5,1,1.5,2,1,1
"AC115099.1",2,1.5,2,1,1.5,2,1,1.5,1.5,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,3,1.5,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1.5,2,1,2,1,2,2,2.5,2.5,1,1,1,2,1,1
"AC115223.1",1,1,1,1,1.5,1.5,1,1.5,2,2,1,0.5,1,1.5,1,1,1,1,0.5,1,0.5,1,2,1,1,1,1,1,0.5,1,1,2,2.5,1,0.5,1,1,1.5,1,2,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC115284.2",1,0.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"AC115522.1",1,2,2.5,1.5,2.5,1.5,1,2.5,2,1.5,1,1,2,2,1,1,1.5,1.5,1,1,1.5,0.5,2,0.5,1,1,1,1.5,1,1.5,1.5,2,1.5,1.5,1,1.5,1,2,1,1.5,1,1,2.5,1.5,2.5,1,1,1,2,1,1.5
"AC116158.1",1,1,2,1,1.5,1,0.5,1,1.5,1.5,0.5,0.5,2,2,1,1,1.5,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1.5,1.5,1,1.5,0.5,1,1,2,1,1,0.5,1,1.5,2.5,1.5,1,1,1,1.5,1,1
"AC116158.3",1,1,2,1,1.5,1,0.5,1,1.5,1.5,0.5,0.5,2,2,1,1,1.5,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1.5,1.5,1,1.5,0.5,1,1,2,1,1,0.5,1,1.5,2.5,1.5,1,1,1,1.5,1,1
"AC116312.1",2,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,2,1,1,0.5,1,1,1,0.5,1.5
"AC116317.1",1,1,1,0.5,1.5,3,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1.5,3,0.5,1,1,1,0.5,0.5,1,1.5,2,0.5,1,0.5,1,1,1.5,1,2,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC116351.1",3.5,2,2.5,1.5,2,3.5,1.5,1.5,2,3,1.5,1.5,2.5,3,2,1.5,3,1.5,2,1,1,1,3.5,1,2,3,1,2.5,1,1.5,3,3.5,1.5,1,2.5,7,2.5,1.5,1,2.5,1,3.5,3.5,3,2,2,1,1,2.5,1,3.5
"AC116351.2",3.5,2,2.5,1.5,2,3.5,1.5,1.5,2,3,1.5,1.5,2.5,3,2,1.5,3,1.5,2,1,1,1,3.5,1,2,3,1,2.5,1,1.5,3,3.5,1.5,1,2.5,7,2.5,1.5,1,2.5,1,3.5,3.5,3,2,2,1,1,2.5,1,3.5
"AC116353.6",2,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,2,1,1,0.5,1,1,1,0.5,1.5
"AC116366.1",1,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
"AC116407.1",2,1.5,2,1,1.5,2,1,1.5,2,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,0.5,1,2,2.5,2,1,1,1,2,1,1
"AC116407.2",2,1.5,2,1,1.5,2,1,1.5,2,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,0.5,1,2,2.5,2,1,1,1,2,1,1
"AC116407.3",2,1.5,2,1,1.5,2,1,1.5,2,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,0.5,1,2,2.5,2,1,1,1,2,1,1
"AC116407.4",2,1.5,2,1,1.5,2,1,1.5,2,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,0.5,1,2,2.5,2,1,1,1,2,1,1
"AC116533.1",1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1,1,1.5,0.5,1.5,1.5,1,1,1,1,1.5,1,1,2,0.5,1.5,1,2,1,2,1,1.5,2,1.5,1.5,1,1.5,1,1.5,1,1
"AC116535.1",1,1,1,1,1,1,0.5,1.5,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1,1,1.5,0.5,1.5,1.5,1,1,1,1,1.5,1,1,2,0.5,1.5,1,2,1,2,0.5,1.5,2,1.5,1.5,1,2,1,1.5,1,1
"AC116651.1",1,1,1,0.5,1,3,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1.5,3,0.5,1,1,1,0.5,0.5,1,1.5,2,0.5,1,0.5,1,0.5,1.5,1,2,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC116667.1",1,1,1.5,1,2,1.5,1,1,1,1.5,0.5,0.5,1.5,1,1,1,1,1,1,1,0.5,0.5,1.5,1.5,2,1,1,1,1,1.5,1,1.5,1,1,1,1,1,2,1,0.5,1,3.5,1,1.5,1.5,1,1,1,2.5,0.5,1
"AC116913.1",1.5,1.5,2,1,1.5,1,0.5,1,1.5,1.5,0.5,1,2,2,1,1,1.5,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1.5,1.5,1,1.5,0.5,1.5,1,2,1,1,1,1,1.5,2.5,1.5,1,1,1,1.5,1,1
"AC116914.2",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"AC117488.1",2,1.5,2,1.5,2,1.5,1,2,1.5,1.5,1.5,1,2,3.5,1,1.5,2,1.5,0.5,1,2,2,2,1,2,3,2,1,1.5,1.5,3,3,1,3,1.5,2.5,1.5,3.5,1,2.5,1,2,3,2,3,1.5,1.5,1,2,1,1.5
"AC117489.1",1,1.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"AC118553.2",1,1.5,1,1,1,1.5,0.5,1.5,1.5,1,1,0.5,1.5,1,1,1,1.5,1,1,1,0.5,1,2,1,1,1,0.5,1,1,1,1,1.5,1,1,1,1,0.5,2,1,1,1,1.5,1.5,2,1.5,0.5,1,1,2,0.5,1
"AC119150.1",1,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
"AC119396.1",1,1,2.5,1,2,1.5,1,1,1,1.5,1,1,2,2,1,1,1.5,0.5,1,1,1,1,1,0.5,3,1,1,0.5,1,1.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,2,1.5,1.5,2,0.5,0.5,1,1,1,1
"AC119403.1",1,1,1.5,1,1,1.5,1,1,1.5,1.5,1,1,2,2,1,1,1.5,0.5,1,1,1,0.5,1,0.5,3,1,1,0.5,1,1.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,2,1.5,1.5,2,0.5,1,1,1,1,1
"AC119424.1",1,0.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"AC119427.1",2,1.5,2,1,3.5,1.5,1,2,2,1.5,1,1,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,1.5,1.5,1,1,2,1.5,2,1.5,1.5,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,1,1,1,2.5,1,1
"AC119673.2",2,1.5,2,1,2.5,1.5,1,2,2,1.5,1,1,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,1.5,1.5,1,1,2,1.5,2,1.5,1.5,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,1,1,1,2.5,1,1
"AC120036.4",3.5,2,1.5,1,1.5,3.5,1,1.5,1.5,1.5,1,1,1.5,2,1.5,1,2,1,1,1,1.5,1,2.5,1,2,1.5,1,1,1,1.5,1.5,1,1,1,1.5,0.5,1.5,2,1,1.5,1.5,1.5,1.5,2,2,0.5,0.5,1,2.5,1,2
"AC120053.1",2,3,1.5,1,2.5,3.5,1.5,1.5,2,1.5,1,1,1.5,2,1.5,1,2,1,1,1,1.5,1,2.5,1,1.5,1.5,1.5,1,1,1.5,2.5,2,1,1,1.5,1.5,1.5,2,1,1.5,1.5,2.5,1.5,2,2,1,0.5,1,2.5,1,2
"AC120057.3",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"AC120498.2",1,1,2,1,1.5,1.5,1,1,1.5,1.5,1,1,1.5,2,0.5,1,1,1,1,1,1,0.5,1.5,1,2,1.5,0.5,1,1,1.5,1.5,1.5,0.5,1.5,1,1.5,1,2.5,1,1,1,1,1,3,1.5,1,1,1,2.5,1,1
"AC121247.1",1,0.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"AC121338.2",1.5,2,1.5,1,1.5,1,1,1.5,1,1.5,1,1,2,2.5,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,2,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1.5
"AC121757.1",1.5,2,1.5,1,1.5,2,1,1.5,1,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1.5
"AC121757.2",1.5,2,1.5,1,1.5,2,1,1.5,1,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1.5
"AC121761.1",1.5,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,2,2,1,0.5,2,1,1,1,1,1,1.5,1,2,1.5,1,1,1,2.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1
"AC121761.2",1.5,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,2,2,1,0.5,2,1,1,1,1,1,1.5,1,2,1.5,1,1,1,2.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1
"AC122688.3",1.5,2,1.5,1,1.5,1,1,1.5,2,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,1.5,1,2,1.5,1,1,1,2.5,1.5,2,1.5,1.5,0.5,1,1,2,1,1.5,1,1.5,1.5,1,2,0.5,1,1,2,1,1
"AC122713.2",2,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,0.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,2,1,1,0.5,1,1,1,0.5,1.5
"AC123023.1",1,1.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"AC123595.2",1,1,1,1,1,1,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
"AC123912.1",1.5,1,2.5,1,1,1.5,1,2,2,1.5,1,1,2,2,1,1,1.5,0.5,1,1,1,0.5,2,0.5,3,2.5,1,1,1,2,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,2,1.5,1.5,2,1,0.5,1,1,1,1
"AC124016.1",1,1,1,0.5,1.5,1.5,1,1,2,2,1,0.5,1,1,1,1,1,1,0.5,1,0.5,1,2,1,1,1,1,1,0.5,1,1,2,0.5,1,0.5,1,1,1.5,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC124016.2",1,1,1,0.5,1.5,1.5,1,1,2,2,1,0.5,1,1,1,1,1,1,0.5,1,0.5,1,2,1,1,1,1,1,0.5,1,1,2,0.5,1,0.5,1,1,1.5,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC124045.1",1,0.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"AC124242.1",0.5,1,1,1.5,1,1,0.5,1,1,1.5,1,1,1.5,1.5,1.5,0.5,1,0.5,0.5,1,1.5,0.5,1,0.5,2,0.5,0.5,0.5,1,0.5,1.5,1,1,1.5,1,0.5,0.5,1,1,0.5,0.5,1.5,0.5,1,1,0.5,0.5,1,2.5,1,2
"AC124248.1",1.5,1.5,2,1,2,1,1,1,1,1.5,0.5,1,2,2,1,1,2,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1.5,1.5,1,1.5,0.5,1,1,2,1,1,1,1,1.5,2.5,1.5,1,1,1,1.5,1,2
"AC124798.1",1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1,1,1.5,0.5,1.5,1.5,1,1,1,1,1.5,1,1,2,0.5,1.5,1,2,1,2,1,1.5,2,1.5,1.5,1,1.5,1,1.5,1,1
"AC124852.1",3.5,2,2.5,1.5,2,3.5,1.5,1.5,2,3,1.5,1.5,2.5,3,2,1.5,3,1.5,2,1,1,1,3.5,1,2,3,1,2.5,1,1.5,3,3.5,1.5,1,2.5,7,2.5,1.5,1,2.5,1,3.5,3.5,3,2,2,1,1,2.5,1,3.5
"AC124854.1",1,1,1,1,1,1,0.5,1.5,1,1,0.5,2,1,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
"AC124947.1",1.5,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,2,2,1,0.5,2,1,1,1,1,1,1.5,1,2,1.5,1,1,1,2.5,1.5,2,1.5,1.5,0.5,1,1,2,1,1.5,1,1.5,1.5,2,2,1,1,1,2,1,1
"AC125437.1",2,1,2,1,2.5,1.5,0.5,1.5,2,1,0.5,0.5,1.5,2,1,1,1.5,1,0.5,1,1,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1,1,1,1,1.5,1,1.5,0.5,1,1,1,2,1,1,1,2,1,1
"AC125611.4",1.5,2,1.5,1,1.5,1,1,1.5,1,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1.5
"AC125807.2",1.5,2,1.5,1.5,1.5,2,1.5,2,1.5,1.5,1,1,2,3,1,1,2,1,1,1,2.5,1,1.5,0.5,2.5,3.5,1,1,1,3.5,2.5,2,1.5,3,1,1,1,2,1,2.5,1,1,3.5,3.5,2,1,1,1,2,1,1.5
