"","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64"
"SEPTIN8",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,1,2,1,1,0.5,1,1,1,1,1
"SEPTIN9",1,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1.5,1,1,1,1,1.5,1,1,1,0.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"SEPTIN9-DT",1,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1.5,1,1,1,1,1.5,1,1,1,0.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"SERAC1",1,0.5,1,1.5,1.5,2,1,1,1,1,1,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1,1.5,2.5,1,1,1,1,1,1,1
"SERBP1P5",1,0.5,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,2,1,1,0.5,1,1,1.5
"SERF2",1,0.5,1,1,1.5,1.5,1,1,1,1,1,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,1,1,1,1
"SERGEF",1,1,1,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1.5,1.5,1,1,1.5,1,1,1.5
"SERINC1",1,0.5,1,1.5,2,2,1,1,0.5,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,2,1,1,1.5,1.5,1,1
"SERINC2",1.5,0.5,1,1,2,1.5,1,1,1,1,2,0.5,1,1,1,1,1.5,1,1,1,0.5,1,1,1.5,2,1,1,1,1,1,1,1
"SERINC3",2.5,1.5,1,1.5,3,3.5,1,1,1.5,1,3.5,1,1,2.5,1,1.5,2,1,1,1,1.5,1.5,1,2,1.5,2.5,1.5,1.5,2,3.5,1.5,1.5
"SERINC5",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1
"SERP1",1.5,0.5,1,1,1.5,1,1.5,1,0.5,1,1.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"SERP2",1,1,1,2,2.5,1,1,1,1,1.5,1,1,1,1.5,1,1,2,1,1,1,1,0.5,1,1.5,1.5,1.5,1,1,2,1,1.5,1
"SERPINA1",1.5,0.5,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"SERPINA11",1.5,0.5,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"SERPINA3",1.5,0.5,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"SERPINA4",1.5,0.5,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"SERPINA5",1.5,0.5,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"SERPINA6",1.5,0.5,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"SERPINA9",1.5,0.5,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"SERPINB1",1,0.5,1,1,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1.5,1,1
"SERPINB10",1,0.5,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1,1,1
"SERPINB11",1,0.5,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1,1,1
"SERPINB12",1,0.5,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1,1,1
"SERPINB13",1,0.5,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1,1,1
"SERPINB2",1,0.5,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1,1,1
"SERPINB3",1,0.5,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1,1,1
"SERPINB4",1,0.5,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1,1,1
"SERPINB5",1,0.5,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1,1,1
"SERPINB6",1,0.5,1,1,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1.5,1,1
"SERPINB7",1,0.5,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1,1,1
"SERPINB8",1,0.5,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1,1,1
"SERPINB9",1,0.5,1,1,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1.5,1,1
"SERPINB9P1",1,0.5,1,1,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1.5,1,1
"SERPINE1",2,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,3,1,1.5,1,1,1,1,1,1
"SERPINE2",1.5,1,1,1,2,2,1,1,1,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"SERPINE3",1,1,1,2,2.5,2.5,1,1,1,0.5,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1.5,1.5,1.5,1,1,2,1,1.5,1
"SERPINF1",1,0.5,1,0.5,2,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,0.5,1,1,1,1.5
"SERPINF2",1,0.5,1,0.5,2,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,0.5,1,1,1,1.5
"SERPING1",1.5,1,1,0.5,1.5,1.5,1,1,1,1,1.5,1,1,1.5,1,1,1.5,0.5,1,1,1,1,1,2,1.5,1.5,0.5,1,1,1,1,1.5
"SERPINH1",2,1,1,2,1.5,1.5,1,1,1,1,1.5,1,1,1.5,1,1,2.5,1,1,1,1,2,1,2.5,1,1.5,1,2.5,1.5,1,1,1.5
"SERTAD1",1,1,1,1,1.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1,2,1,1,1,3,1,2
"SERTAD2",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"SERTAD3",1,1,1,1,1.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1,2,1,1,1,3,1,2
"SERTAD4",1.5,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1.5,1.5,1.5,1,1,1.5,2,1,1
"SERTAD4-AS1",1.5,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1.5,1.5,1.5,1,1,1.5,2,1,1
"SERTM1",1,1,1,2,2.5,1,1,1,1,0.5,1,1,1,1.5,1,1,2,1,1,1,1,0.5,1,1.5,1.5,1.5,1,1,2,1,1.5,1
"SESN1",1,0.5,1,1.5,1,2,1,1,0.5,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"SESN2",1.5,0.5,1,1,2,1.5,1,1,1,1,1.5,0.5,1,1,1,1,1.5,1,1,1,0.5,1,1,1.5,2,1,1,1,1,1,1,1
"SESN3",1,1,1,1,1.5,1.5,1,1,1,1,1.5,1,1,1.5,1,1,0.5,1,1,1,1,0.5,1,1.5,1,1.5,2,1,1.5,1,1,1.5
"SESTD1",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"SETBP1",1,0.5,1,1,1,1.5,1,1,1,0.5,1.5,1,1,1,0.5,0.5,1,1,1,1,0.5,0.5,0.5,1.5,1.5,1.5,1,1,1,1,1,1
"SETBP1-DT",1,0.5,1,1,1,1.5,1,1,1,0.5,1.5,1,1,1,0.5,0.5,1,1,1,1,0.5,0.5,0.5,1.5,1.5,1.5,1,1,1,1,1,1
"SETD1B",1,0.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,1,1.5,1,1,2,1,1.5,1,1,1.5,1,1,1.5
"SETD2",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"SETD4",1,0.5,1,1,1,1,1,1,0.5,0.5,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,2,1,1,1,0.5,1,0.5,1,1
"SETD5",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"SETD7",1.5,0.5,1,1,1,1,1,1,1.5,0.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,3,1,1.5,1,1,1.5
"SETD9",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1
"SETDB1",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,3,2.5,1,1,1.5,2,1,1
"SETDB2",1,1,1,2,2.5,2.5,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1,1.5,1.5,1,1,2,1,1.5,1
"SETP14",1.5,0.5,1,1,1.5,1,1.5,1,0.5,1,1.5,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"SETSIP",1,0.5,1,1,1,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"SETX",1.5,0.5,1,1,1.5,1.5,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1.5,1.5,1,2,1,1.5,1,0.5,1.5,1,1,1
"SEZ6",1,0.5,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1.5
"SEZ6L",1,0.5,1,0.5,1.5,1,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1.5,1,1
"SF1",1.5,1,1,0.5,1.5,1.5,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1,1.5
"SF3A1",1,0.5,1,0.5,1.5,1,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1.5,1,1
"SF3A2",1,1,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,2
"SF3A3",1.5,0.5,1,1,2,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"SF3B1",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"SF3B2",1.5,1,1,0.5,1.5,1.5,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,2,1,1.5
"SF3B3",1.5,0.5,1,0.5,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1,1.5,1,1,1,1.5,1,1.5
"SF3B4",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,3,2.5,1,1,1.5,2,1,1
"SF3B5",1,0.5,1,1.5,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,2.5,1,1,1
"SF3B6",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1.5,1,1,1.5,1.5,1,1
"SFI1",1,0.5,1,0.5,1.5,1,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1.5,1,1
"SFMBT1",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"SFMBT2",1.5,0.5,1,1,1,2,1,1,1,1,2,1,1,1.5,1,1,1,1,1,1,1.5,0.5,1,2,2,1.5,1,1.5,2,1.5,1,1
"SFN",1.5,0.5,1,1,2,1.5,1,1,1,1,1.5,0.5,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1.5,2,1,1,1,1,1,1,1
"SFPQ",1.5,0.5,1,1,2,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"SFRP1",2,0.5,1,2,2.5,1,1.5,1,1,1,2,0.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,0.5,1.5,1.5,1,1.5,1,1,2,1.5
"SFRP2",1.5,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,2.5,1,1.5,1,1,1.5
"SFRP4",1.5,1,1,1.5,2,2.5,1,1,1,1.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,1.5,1,1,1.5,2,1,1
"SFRP5",1,0.5,1,1,1,2,1,1,1,0.5,2,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,2,1,2,1,1,1,1,1,1
"SFSWAP",1,0.5,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1.5,1,1,0.5,1,1,1.5
"SFT2D1",1,0.5,1,1.5,1.5,2.5,1,1,1,1,1,1,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1.5,2.5,1,1,1,1,1,1,1
"SFT2D2",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,2,1,1.5,3,2.5,1,1,1.5,2,1,1
"SFTA2",1,0.5,1,1.5,2.5,2,1,1,1,1.5,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1,1.5,1,1,1.5,1.5,1,1
"SFTPB",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"SFTPC",1,0.5,1,1.5,2.5,1,1.5,1,1,1,0.5,0.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,0.5,1.5,1.5,0.5,1.5,1,1,2,1.5
"SFXN1",0.5,1,1,1.5,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
"SFXN2",1,0.5,1,1,1,2,1,1,1,0.5,2,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,2,1,1,1,1,1,1,1,1
"SFXN3",1,0.5,1,1,1,2,1,1,1,0.5,2,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,2,1,1,1,1,1,1,1,1
"SFXN4",1,0.5,1,1,1.5,2,1,1,1,1,2,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,2,1,1.5,1,2,1,1,1,1
"SFXN5",1,1,1,1,1.5,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"SGCA",1,0.5,1,1,1.5,1.5,1,1,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"SGCB",1,0.5,1,1,1,1.5,1,1,0.5,0.5,1,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1.5,1,1,1,1,1,1.5
"SGCD",0.5,1,1,1.5,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1
"SGCE",1.5,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,3.5,1,3.5,1,3.5,1,1,1,3.5,1,1
"SGK1",1,0.5,1,1.5,1.5,2,1,1,1,1,1,1.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,2,1,1,3.5,1.5,1,1
"SGK2",2.5,1.5,1,1.5,2,3.5,1,1,1.5,1,3.5,1,1,2.5,1,1.5,2,1,1,1,1.5,1.5,1,2,1.5,2.5,1.5,1.5,2,3,1.5,1.5
"SGK3",2,1,1,2,2.5,3,1.5,1,1,1,2,1,1,1.5,1,1,1,1,1.5,1,1,1,1.5,3.5,1.5,1.5,1,1.5,1,1,2,1.5
"SGMS2",2,0.5,1,0.5,1,1,1,1,0.5,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,1,1,1,1.5
"SGO1",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"SGO2",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"SGPL1",1,0.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,2,1,2,1,1,1.5,1,1,1
"SGPP1",0.5,0.5,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,1
"SGPP2",1.5,1,1,1,2,2,1,1,1,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"SGSH",1,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1.5,1,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"SGSM1",1,0.5,1,0.5,1.5,1,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1.5,1,1
"SGSM2",1,0.5,1,0.5,2,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,0.5,1,1,1,1.5
"SGSM3",1,0.5,1,0.5,1.5,1,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1.5,1,1
"SGTA",1,1,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,2
"SGTB",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1
"SH2B2",2,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,3,1,1.5,1,1,1,1,1,1
"SH2B3",1,0.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1.5,1,1,1.5,1,1,1.5
"SH2D1B",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1.5,3,2.5,1,1,1.5,2,1,1
"SH2D2A",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1.5,3,2.5,1,1,1.5,2,1,1
"SH2D3A",1,1,1,1,1,1.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"SH2D4A",1,0.5,1,1.5,2.5,1,1.5,1,1,1,0.5,0.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,0.5,1.5,1.5,0.5,1.5,1,1,2,1.5
"SH2D6",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"SH2D7",1.5,0.5,1,1,2,1.5,1,1,1,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,2,3.5,1,1
"SH3BGR",1,0.5,1,1,1,1,1,1,0.5,0.5,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,1,1
"SH3BGRL2",1,0.5,1,1.5,1.5,2,1,1,0.5,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,1.5,1,1,1.5,1.5,1,1
"SH3BP1",1,0.5,1,0.5,1.5,1,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1.5,1,1
"SH3BP2",1,0.5,1,0.5,3.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,2.5,1.5,1.5,1,1,1,0.5,1,1.5
"SH3BP5",0.5,0.5,1,1,1.5,1,1.5,1,0.5,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"SH3BP5-AS1",0.5,0.5,1,1,1.5,1,1.5,1,0.5,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"SH3D19",1.5,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,1.5,1,1,1.5
"SH3GL1",1,1,1,1,1.5,1.5,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,2
"SH3GL2",1,0.5,1,1.5,1,1.5,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,0.5,1,2,1.5,1.5,1,0.5,0.5,1,1,1
"SH3GL3",1,0.5,1,1,2,1.5,1,1,1,1,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,2.5,1,1,2,3.5,1,1
"SH3GLB1",1,0.5,1,1,1,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"SH3PXD2A",1,0.5,1,1,0.5,2,1,1,1,1,2,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,2,1,1,1,1,1,1,1,1
"SH3PXD2A-AS1",1,0.5,1,1,0.5,2,1,1,1,1,2,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,2,1,1,1,1,1,1,1,1
"SH3PXD2B",0.5,1,1,1.5,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
"SH3RF1",1.5,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,2.5,1,1,1.5
"SH3RF2",0.5,1,1,1.5,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1
"SH3RF3",1.5,1,1,1,2,2,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1.5,1.5,1.5,2.5,1,1,1.5,1.5,1,1
"SH3RF3-AS1",1.5,1,1,1,2,2,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1.5,1.5,1.5,2.5,1,1,1.5,1.5,1,1
"SH3TC1",1,0.5,1,0.5,3.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,2.5,2,1.5,1,1,1,0.5,1,1.5
"SHANK1",1,1,1,1,1.5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,2,1,1,1,1,1,2
"SHANK2",3.5,1,1,2,1.5,1.5,1,1,1,1,1.5,1,1,1.5,1,1,2.5,0.5,1,1,1,1,1,2,1.5,1.5,1,2.5,1.5,1,1,1.5
"SHB",1,0.5,1,1,2,1.5,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.5,1,2,1.5,1.5,1,0.5,2.5,1,1,1
"SHBG",1,0.5,1,0.5,1,1,1,1,0.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1.5
"SHC1",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1.5,3,2.5,1,1,1.5,2,1,1
"SHC2",1,1,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,1,2,1,0.5,1,1,1,1,2
"SHC4",1,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,1,1,1,1
"SHCBP1",1.5,0.5,1,0.5,1.5,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"SHD",1,1,1,1,1.5,1.5,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,2
"SHE",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1.5,3,2.5,1,1,1.5,2,1,1
"SHF",1,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,1,1,1,1
"SHH",1,0.5,1,0.5,1,2.5,1,1,1,0.5,1.5,0.5,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"SHISA2",1,1,1,2,2.5,1,1,1,1,0.5,1.5,1,1,1.5,1,1,2,1,1,1,1,0.5,1,1.5,1.5,1.5,1,1,2,1,1.5,1
